id,section,gender,part_time_job,absence_days,extracurricular_activities,weekly_self_study_hours,dsml,aisc,iss,pe,se,total score
219002639,B,male,FALSE,2,FALSE,47,90,93,87,99,100,469
219002640,B,male,FALSE,1,FALSE,11,69,80,60,86,96,391
219002641,D,female,FALSE,2,FALSE,29,89,72,98,84,87,430
219002642,B,male,FALSE,2,TRUE,14,86,90,61,96,87,420
219002643,D,female,FALSE,5,FALSE,4,80,89,98,90,88,445
219002644,F,female,FALSE,4,FALSE,15,93,85,95,99,67,439
219002645,A,female,FALSE,5,FALSE,32,87,86,96,77,83,429
219002646,C,male,FALSE,7,FALSE,33,86,96,86,99,80,447
219002647,A,female,FALSE,4,TRUE,29,87,97,98,64,97,443
219002648,B,male,FALSE,2,FALSE,31,96,97,100,92,69,454
219002649,B,female,FALSE,5,FALSE,29,90,70,90,82,87,419
219002650,A,female,TRUE,5,FALSE,0,89,65,91,91,92,428
219002651,C,female,TRUE,6,FALSE,1,98,75,72,73,93,411
219002652,A,female,FALSE,3,FALSE,42,99,87,96,92,88,462
219002653,D,female,TRUE,9,TRUE,2,99,100,93,60,83,435
219002654,A,male,FALSE,3,FALSE,1,55,72,100,85,94,406
219002655,D,male,FALSE,1,FALSE,11,86,64,74,89,84,397
219002656,A,female,TRUE,4,FALSE,18,89,60,70,62,74,355
219002657,D,female,FALSE,2,TRUE,35,94,90,93,95,92,464
219002658,A,male,FALSE,1,FALSE,1,85,100,75,89,80,429
219002659,E,male,TRUE,0,FALSE,12,78,90,68,87,77,400
219002660,F,female,FALSE,2,FALSE,21,75,64,80,77,80,376
219002661,B,male,FALSE,2,TRUE,18,82,89,88,78,72,409
219002662,B,male,TRUE,6,FALSE,5,41,64,62,50,65,282
219002663,A,female,FALSE,5,FALSE,2,44,83,50,79,96,352
219002664,E,male,FALSE,5,TRUE,27,81,61,86,97,82,407
219002665,C,female,TRUE,6,FALSE,18,77,74,65,76,80,372
219002666,D,male,FALSE,2,FALSE,28,97,70,94,83,66,410
219002667,F,male,FALSE,5,FALSE,1,66,79,65,61,86,357
219002668,D,male,FALSE,7,FALSE,42,91,96,90,85,98,460
219002669,D,female,FALSE,8,FALSE,21,76,95,66,74,64,375
219002670,D,male,FALSE,4,FALSE,31,97,60,90,72,83,402
219002671,F,female,FALSE,8,FALSE,34,83,93,62,98,94,430
219002672,B,male,FALSE,1,TRUE,5,98,93,73,82,81,427
219002673,A,male,FALSE,3,FALSE,46,91,88,91,95,88,453
219002674,F,female,FALSE,3,FALSE,9,82,93,89,76,98,438
219002675,C,male,FALSE,5,FALSE,26,77,62,85,98,90,412
219002676,D,female,FALSE,3,FALSE,31,95,76,61,72,100,404
219002677,E,male,FALSE,4,FALSE,27,80,71,62,99,77,389
219002678,B,male,TRUE,7,FALSE,28,89,97,61,79,72,398
219002679,B,female,FALSE,3,TRUE,5,69,91,82,77,80,399
219002680,A,female,FALSE,2,FALSE,4,76,58,66,62,60,322
219002681,F,male,FALSE,1,FALSE,33,85,95,97,84,94,455
219002682,C,male,FALSE,3,FALSE,16,79,72,89,99,76,415
219002683,D,female,FALSE,1,FALSE,15,85,63,62,82,96,388
219002684,A,male,FALSE,7,FALSE,10,78,87,93,94,75,427
219002685,B,female,FALSE,0,TRUE,18,62,86,88,62,75,373
219002686,A,male,FALSE,1,FALSE,12,93,61,71,79,87,391
219002687,D,female,FALSE,3,FALSE,25,94,100,60,94,61,409
219002688,E,female,FALSE,3,FALSE,23,95,94,83,99,75,446
219002689,B,female,FALSE,6,FALSE,8,81,93,65,84,79,402
219002690,C,male,FALSE,4,FALSE,32,87,60,99,73,86,405
219002691,C,female,TRUE,10,FALSE,0,55,54,78,60,88,335
219002692,B,male,FALSE,8,FALSE,0,77,68,53,72,69,339
219002693,E,male,FALSE,1,FALSE,6,82,60,80,64,71,357
219002694,D,male,FALSE,6,FALSE,5,81,88,81,88,67,405
219002695,A,male,FALSE,0,FALSE,16,99,86,61,90,66,402
219002696,E,male,FALSE,5,TRUE,4,87,64,84,94,80,409
219002697,E,female,TRUE,8,FALSE,2,94,100,87,89,93,463
219002698,D,male,FALSE,2,FALSE,35,98,91,89,92,90,460
219002699,E,female,FALSE,2,TRUE,34,97,76,61,91,70,395
219002700,B,female,FALSE,1,FALSE,7,83,70,90,89,87,419
219002701,F,male,FALSE,0,FALSE,14,92,92,66,68,66,384
219002702,C,female,FALSE,1,FALSE,24,100,80,84,82,74,420
219002703,C,female,FALSE,4,FALSE,25,86,79,85,82,77,409
219002704,D,male,FALSE,8,FALSE,3,48,73,67,99,83,370
219002705,C,female,TRUE,7,TRUE,0,69,71,84,71,88,383
219002706,C,female,FALSE,2,FALSE,33,73,97,64,82,70,386
219002707,D,male,FALSE,3,FALSE,12,82,78,95,88,72,415
219002708,A,female,FALSE,3,TRUE,1,90,89,88,73,77,417
219002709,F,male,FALSE,5,TRUE,19,85,61,85,94,76,401
219002710,C,male,FALSE,2,FALSE,2,82,64,95,73,99,413
219002711,E,male,FALSE,4,FALSE,3,80,96,89,61,80,406
219002712,D,female,FALSE,10,TRUE,1,41,98,67,83,97,386
219002713,D,male,FALSE,1,FALSE,48,99,88,92,94,95,468
219002714,C,male,FALSE,2,FALSE,32,95,92,61,81,100,429
219002715,E,female,FALSE,6,FALSE,1,76,100,88,96,70,430
219002716,C,female,FALSE,1,FALSE,22,91,81,98,76,99,445
219002717,D,male,FALSE,5,FALSE,16,98,69,65,79,72,383
219002718,A,male,TRUE,6,FALSE,15,90,93,73,78,69,403
219002719,F,male,FALSE,3,TRUE,26,85,73,94,86,77,415
219002720,B,male,FALSE,5,FALSE,46,100,94,87,91,100,472
219002721,C,male,TRUE,4,FALSE,31,77,80,95,74,80,406
219002722,A,female,FALSE,10,FALSE,4,92,60,74,89,80,395
219002723,D,female,FALSE,9,FALSE,5,53,60,94,65,88,360
219002724,C,male,FALSE,6,FALSE,21,79,78,97,85,79,418
219002725,B,female,FALSE,2,FALSE,26,85,72,80,94,90,421
219002726,E,female,FALSE,1,FALSE,3,99,60,81,78,78,396
219002727,C,female,FALSE,1,TRUE,11,99,73,77,75,90,414
219002728,E,male,FALSE,6,FALSE,5,65,74,50,60,83,332
219002729,C,female,FALSE,8,TRUE,19,94,72,63,63,74,366
219002730,B,female,TRUE,7,FALSE,3,73,89,85,66,79,392
219002731,D,male,TRUE,5,FALSE,15,85,61,93,87,67,393
219002732,C,male,FALSE,4,FALSE,32,87,74,77,93,65,396
219002733,C,male,TRUE,5,FALSE,4,77,90,72,88,90,417
219002734,B,male,FALSE,1,FALSE,31,85,92,92,62,84,415
219002735,F,male,FALSE,2,FALSE,19,91,90,76,80,82,419
219002736,B,female,FALSE,1,FALSE,16,86,83,78,78,75,400
219002737,D,male,FALSE,1,FALSE,29,78,72,65,99,95,409
219002738,F,male,FALSE,3,FALSE,26,71,92,96,81,85,425
219002739,D,male,TRUE,4,FALSE,27,72,92,83,96,81,424
219002740,D,male,FALSE,3,FALSE,35,88,88,100,94,87,457
219002741,C,female,FALSE,5,FALSE,26,68,94,69,64,93,388
219002742,C,female,TRUE,2,FALSE,28,81,94,93,77,67,412
219002743,E,male,TRUE,1,FALSE,32,92,92,91,89,69,433
219002744,A,male,FALSE,0,FALSE,33,84,82,81,84,89,420
219002745,B,female,FALSE,2,TRUE,18,89,82,90,67,68,396
219002746,E,male,FALSE,1,FALSE,18,94,84,92,81,99,450
219002747,C,female,FALSE,1,TRUE,9,64,91,99,98,93,445
219002748,B,male,TRUE,5,FALSE,25,81,85,90,62,96,414
219002749,C,female,FALSE,1,TRUE,18,80,89,79,93,100,441
219002750,F,female,FALSE,4,FALSE,3,75,66,79,82,72,374
219002751,D,female,FALSE,4,TRUE,34,87,98,90,94,84,453
219002752,D,female,FALSE,7,FALSE,4,58,73,54,51,74,310
219002753,B,male,FALSE,3,FALSE,14,60,87,91,77,82,397
219002754,F,male,TRUE,5,FALSE,8,91,88,68,63,68,378
219002755,B,female,FALSE,3,FALSE,35,95,89,97,85,92,458
219002756,D,male,FALSE,3,FALSE,2,70,92,73,68,76,379
219002757,D,female,FALSE,2,FALSE,27,76,94,81,85,73,409
219002758,F,male,FALSE,5,FALSE,20,79,78,65,99,92,413
219002759,C,male,FALSE,4,FALSE,21,92,92,63,60,81,388
219002760,F,female,FALSE,5,FALSE,6,89,71,97,99,60,416
219002761,B,female,FALSE,3,FALSE,18,85,77,71,95,94,422
219002762,A,female,FALSE,2,FALSE,7,92,88,91,84,69,424
219002763,A,female,FALSE,2,FALSE,24,87,79,81,75,64,386
219002764,B,male,FALSE,5,FALSE,21,77,97,66,73,75,388
219002765,E,male,FALSE,10,FALSE,2,73,59,62,83,80,357
219002766,A,female,TRUE,0,FALSE,34,91,81,93,87,77,429
219002767,A,female,FALSE,7,TRUE,0,76,89,83,54,61,363
219002768,B,male,FALSE,4,FALSE,17,86,94,96,67,60,403
219002769,B,female,FALSE,5,FALSE,10,81,88,92,92,87,440
219002770,B,female,FALSE,4,TRUE,35,98,88,89,90,90,455
219002771,F,male,FALSE,3,FALSE,27,88,96,70,76,71,401
219002772,B,male,FALSE,2,TRUE,30,85,94,100,68,89,436
219002773,F,male,FALSE,2,FALSE,35,90,96,94,88,85,453
219002774,D,female,TRUE,5,FALSE,5,97,93,67,63,66,386
219002775,C,female,FALSE,6,TRUE,10,78,71,93,78,87,407
219002776,A,female,TRUE,8,FALSE,1,53,90,81,65,93,382
219002777,F,male,TRUE,10,FALSE,0,77,92,98,53,93,413
219002778,A,male,TRUE,3,FALSE,30,97,94,75,91,64,421
219002779,C,male,FALSE,4,FALSE,3,88,58,59,64,87,356
219002780,C,male,FALSE,3,TRUE,18,98,80,68,88,85,419
219002781,C,female,TRUE,8,TRUE,0,92,78,85,94,73,422
219002782,E,male,TRUE,5,FALSE,15,92,74,96,77,76,415
219002783,E,female,TRUE,3,FALSE,43,86,87,88,89,86,436
219002784,B,male,FALSE,5,FALSE,16,91,97,76,81,86,431
219002785,E,female,FALSE,3,FALSE,23,92,100,78,84,69,423
219002786,C,male,FALSE,2,FALSE,2,82,93,67,65,74,381
219002787,F,female,FALSE,1,FALSE,34,99,92,86,99,79,455
219002788,A,male,TRUE,2,FALSE,34,95,65,84,88,94,426
219002789,E,male,FALSE,3,FALSE,18,100,99,65,79,88,431
219002790,E,female,FALSE,5,TRUE,21,79,84,84,82,94,423
219002791,C,male,TRUE,3,TRUE,3,80,96,96,84,93,449
219002792,A,female,FALSE,4,FALSE,31,93,88,90,95,81,447
219002793,C,female,FALSE,5,TRUE,17,95,79,79,85,71,409
219002794,C,female,FALSE,0,FALSE,10,81,76,81,92,63,393
219002795,C,female,FALSE,1,FALSE,5,75,63,64,74,72,348
219002796,C,male,FALSE,4,FALSE,8,80,70,60,60,89,359
219002797,C,male,FALSE,4,FALSE,3,52,62,77,91,92,374
219002798,C,female,FALSE,3,FALSE,30,95,82,87,93,90,447
219002799,C,female,FALSE,2,FALSE,20,99,97,93,90,88,467
219002800,E,female,TRUE,5,FALSE,25,85,68,74,85,68,380
219002801,B,male,FALSE,4,TRUE,23,96,86,84,60,66,392
219002802,C,male,FALSE,7,FALSE,3,91,86,81,98,63,419
219002803,C,male,TRUE,1,FALSE,24,89,76,92,66,60,383
219002804,E,male,FALSE,1,FALSE,37,98,96,89,85,91,459
219002805,B,male,FALSE,2,FALSE,28,100,72,97,75,81,425
219002806,D,female,FALSE,2,FALSE,5,75,68,91,62,94,390
219002807,A,female,FALSE,3,FALSE,6,74,74,63,90,83,384
219002808,C,female,FALSE,7,FALSE,40,85,87,85,88,90,435
219002809,D,male,FALSE,3,TRUE,35,86,97,92,99,86,460
219002810,E,male,FALSE,4,TRUE,34,91,99,96,79,74,439
219002811,E,male,FALSE,2,FALSE,24,90,100,73,64,86,413
219002812,F,female,FALSE,6,FALSE,35,91,92,95,91,85,454
219002813,D,female,TRUE,6,FALSE,0,80,93,81,87,61,402
219002814,E,male,FALSE,1,FALSE,35,95,92,87,86,93,453
219002815,F,male,FALSE,5,TRUE,18,94,69,81,68,68,380
219002816,C,female,TRUE,1,TRUE,1,54,50,100,61,78,343
219002817,B,male,FALSE,2,FALSE,16,87,85,60,81,83,396
219002818,D,male,FALSE,5,FALSE,28,100,72,79,94,82,427
219002819,B,male,FALSE,3,FALSE,14,93,72,79,87,73,404
219002820,F,male,FALSE,3,FALSE,25,99,89,86,65,64,403
219002821,F,female,FALSE,2,FALSE,16,99,90,63,77,60,389
219002822,F,male,FALSE,4,FALSE,28,76,89,74,86,93,418
219002823,F,male,FALSE,0,FALSE,15,92,83,74,66,83,398
219002824,E,male,FALSE,10,FALSE,46,100,88,98,89,95,470
219002825,E,male,FALSE,2,FALSE,34,89,77,90,87,90,433
219002826,B,male,FALSE,2,FALSE,27,97,71,77,86,80,411
219002827,F,female,TRUE,4,FALSE,28,99,97,90,99,100,485
219002828,D,male,FALSE,3,FALSE,33,100,96,95,76,88,455
219002829,A,female,FALSE,5,FALSE,12,86,72,66,78,94,396
219002830,A,male,FALSE,0,FALSE,27,77,94,81,87,98,437
219002831,A,female,FALSE,1,FALSE,15,86,67,76,66,69,364
219002832,D,female,FALSE,1,TRUE,3,75,98,65,65,71,374
219002833,B,male,FALSE,2,FALSE,26,94,92,67,85,94,432
219002834,D,female,FALSE,1,FALSE,35,94,87,97,86,94,458
219002835,B,male,FALSE,1,FALSE,20,89,75,85,81,69,399
219002836,D,female,FALSE,3,FALSE,14,89,96,84,98,77,444
219002837,C,female,FALSE,2,TRUE,24,89,83,62,86,90,410
219002838,F,male,FALSE,2,FALSE,8,81,82,83,85,75,406
219002839,E,female,FALSE,3,FALSE,19,93,67,100,92,86,438
219002840,C,female,FALSE,10,TRUE,2,79,70,92,57,67,365
219002841,E,female,FALSE,2,FALSE,29,97,72,81,70,72,392
219002842,B,male,FALSE,1,FALSE,14,78,92,61,76,99,406
219002843,F,male,FALSE,4,FALSE,19,83,95,68,62,73,381
219002844,C,male,FALSE,0,FALSE,29,86,61,96,99,84,426
219002845,A,female,FALSE,1,FALSE,2,87,74,75,69,99,404
219002846,D,female,FALSE,6,FALSE,25,81,69,94,95,84,423
219002847,D,female,FALSE,0,FALSE,6,83,83,66,68,89,389
219002848,D,male,FALSE,2,TRUE,11,81,91,94,93,65,424
219002849,F,male,FALSE,1,TRUE,4,65,89,96,85,80,415
219002850,D,male,FALSE,2,FALSE,33,83,76,71,82,79,391
219002851,F,female,FALSE,3,TRUE,22,98,87,86,85,85,441
219002852,F,female,FALSE,0,FALSE,34,83,91,84,91,92,441
219002853,D,male,FALSE,1,FALSE,22,85,85,76,75,93,414
219002854,A,female,FALSE,10,FALSE,5,68,82,63,67,89,369
219002855,F,male,FALSE,1,FALSE,11,86,60,65,69,78,358
219002856,F,male,FALSE,1,FALSE,12,83,87,80,79,98,427
219002857,A,female,FALSE,2,FALSE,35,92,99,87,88,97,463
219002858,C,female,FALSE,0,FALSE,6,91,91,62,87,90,421
219002859,B,male,FALSE,9,TRUE,0,53,87,60,74,68,342
219002860,B,male,FALSE,2,TRUE,26,73,80,64,95,64,376
219002861,D,male,FALSE,0,FALSE,19,97,91,97,90,67,442
219002862,D,female,FALSE,0,FALSE,3,91,72,62,78,72,375
219002863,A,male,FALSE,1,FALSE,14,91,75,60,79,82,387
219002864,C,male,FALSE,9,FALSE,12,81,87,84,94,89,435
219002865,F,male,FALSE,1,FALSE,18,92,100,64,65,99,420
219002866,D,male,FALSE,5,FALSE,4,85,95,76,88,82,426
219002867,D,male,FALSE,1,FALSE,34,83,80,92,60,70,385
219002868,F,male,FALSE,2,FALSE,21,92,78,87,79,74,410
219002869,F,female,FALSE,3,TRUE,5,80,94,60,63,91,388
219002870,B,male,FALSE,1,TRUE,16,87,69,82,62,66,366
219002871,B,female,FALSE,0,FALSE,31,88,95,91,64,90,428
219002872,E,female,TRUE,6,FALSE,1,41,54,87,65,69,316
219002873,D,male,FALSE,3,FALSE,35,87,88,97,88,88,448
219002874,E,male,FALSE,1,TRUE,41,89,97,99,90,91,466
219002875,D,male,TRUE,5,TRUE,1,89,77,96,63,90,415
219002876,B,male,FALSE,2,FALSE,6,53,81,86,87,78,385
219002877,D,female,FALSE,3,FALSE,30,92,99,92,66,76,425
219002878,E,female,FALSE,3,FALSE,32,85,66,66,98,69,384
219002879,D,male,FALSE,2,FALSE,18,89,93,83,94,67,426
219002880,D,male,FALSE,1,FALSE,2,98,82,56,79,89,404
219002881,F,female,FALSE,5,FALSE,5,66,71,76,72,60,345
219002882,E,female,FALSE,2,FALSE,32,90,95,80,95,67,427
219002883,D,female,TRUE,2,FALSE,18,84,74,76,90,64,388
219002884,C,female,FALSE,7,FALSE,27,88,73,70,95,68,394
219002885,A,male,FALSE,3,FALSE,9,66,97,61,61,98,383
219002886,F,female,FALSE,2,FALSE,15,86,82,61,98,83,410
219002887,B,male,FALSE,9,FALSE,1,60,66,95,78,94,393
219002888,B,female,FALSE,10,FALSE,2,41,69,70,65,72,317
219002889,B,male,FALSE,2,FALSE,31,94,66,95,64,62,381
219002890,D,female,FALSE,3,FALSE,2,64,79,89,64,82,378
219002891,C,female,TRUE,4,FALSE,2,99,87,93,83,94,456
219002892,A,female,TRUE,6,FALSE,5,46,92,71,76,81,366
219002893,E,male,FALSE,1,FALSE,21,89,81,67,98,68,403
219002894,C,female,FALSE,6,FALSE,12,83,87,66,93,82,411
219002895,B,female,TRUE,5,FALSE,0,51,87,51,87,65,341
219002896,A,male,FALSE,5,FALSE,26,79,82,92,60,80,393
219002897,F,male,FALSE,3,FALSE,15,97,64,95,68,78,402
219002898,B,female,TRUE,1,FALSE,14,100,85,85,63,92,425
219002899,B,female,FALSE,6,FALSE,9,70,60,79,79,75,363
219002900,E,male,FALSE,2,FALSE,19,70,90,74,96,81,411
219002901,C,female,FALSE,7,FALSE,17,67,86,98,82,76,409
219002902,E,female,FALSE,3,TRUE,9,71,72,88,78,67,376
219002903,B,female,FALSE,5,TRUE,14,87,68,60,75,67,357
219002904,B,male,FALSE,1,TRUE,3,80,94,74,83,61,392
219002905,F,male,TRUE,9,TRUE,22,94,72,90,78,94,428
219002906,C,female,FALSE,3,FALSE,10,83,82,93,80,85,423
219002907,B,male,TRUE,1,FALSE,1,63,57,60,92,62,334
219002908,F,female,FALSE,0,FALSE,10,93,72,66,76,68,375
219002909,F,female,FALSE,2,FALSE,36,94,95,92,88,88,457
219002910,F,female,FALSE,3,FALSE,34,99,87,76,99,67,428
219002911,B,male,FALSE,3,FALSE,32,82,100,100,64,87,433
219002912,F,female,FALSE,2,FALSE,28,95,100,60,95,80,430
219002913,D,female,TRUE,10,FALSE,3,55,59,78,83,60,335
219002914,A,male,FALSE,2,FALSE,32,90,82,64,82,93,411
219002915,B,male,FALSE,2,FALSE,4,46,90,78,76,86,376
219002916,E,male,FALSE,2,FALSE,21,91,98,96,87,65,437
219002917,C,female,FALSE,1,TRUE,22,72,78,100,92,97,439
219002918,C,female,FALSE,4,FALSE,28,79,98,87,94,88,446
219002919,F,male,FALSE,3,FALSE,35,85,96,95,88,90,454
219002920,C,male,FALSE,1,FALSE,35,100,85,90,99,94,468
219002921,F,female,FALSE,4,TRUE,16,96,65,63,97,98,419
219002922,D,male,FALSE,1,TRUE,20,85,71,67,92,91,406
219002923,A,female,FALSE,4,FALSE,27,90,98,61,67,80,396
219002924,D,female,FALSE,6,FALSE,14,94,94,99,98,67,452
219002925,D,male,FALSE,1,FALSE,35,98,100,94,92,94,478
219002926,C,male,TRUE,6,FALSE,2,62,77,60,62,76,337
219002927,F,male,FALSE,4,FALSE,3,63,80,84,63,64,354
219002928,B,female,FALSE,2,FALSE,32,72,71,74,97,66,380
219002929,A,female,TRUE,6,TRUE,33,94,79,69,72,98,412
219002930,F,female,FALSE,2,TRUE,24,99,94,76,79,67,415
219002931,E,male,FALSE,2,FALSE,5,81,85,64,90,94,414
219002932,D,female,FALSE,5,FALSE,8,61,85,99,79,86,410
219002933,E,female,FALSE,2,TRUE,8,68,76,97,78,71,390
219002934,A,male,FALSE,0,FALSE,21,64,79,72,65,95,375
219002935,F,female,FALSE,1,TRUE,6,66,67,79,89,75,376
219002936,D,female,TRUE,0,FALSE,15,100,72,77,68,76,393
219002937,F,female,TRUE,1,FALSE,12,74,70,94,70,63,371
219002938,D,female,FALSE,6,FALSE,1,96,76,71,72,86,401
219002939,B,male,FALSE,2,FALSE,14,90,95,88,85,92,450
219002940,F,male,FALSE,3,FALSE,26,92,61,78,68,85,384
219002941,C,male,TRUE,1,FALSE,31,99,99,88,96,90,472
219002942,F,female,FALSE,4,FALSE,5,63,91,82,86,75,397
219002943,B,male,FALSE,2,FALSE,28,98,81,65,84,87,415
219002944,C,female,FALSE,1,TRUE,11,87,62,66,81,65,361
219002945,E,male,FALSE,1,TRUE,19,96,80,93,65,70,404
219002946,F,male,FALSE,3,FALSE,17,80,99,90,86,93,448
219002947,E,female,FALSE,0,TRUE,30,80,96,64,62,86,388
219002948,C,male,FALSE,2,FALSE,23,91,70,94,83,81,419
219002949,A,male,FALSE,6,FALSE,0,91,78,70,50,69,358
219002950,E,female,FALSE,0,TRUE,19,83,72,65,88,94,402
219002951,B,female,FALSE,2,TRUE,33,89,69,87,97,79,421
219002952,B,female,TRUE,2,TRUE,1,81,99,72,90,64,406
219002953,B,female,FALSE,2,FALSE,35,97,86,99,90,88,460
219002954,D,male,FALSE,1,FALSE,3,93,61,68,82,63,367
219002955,D,female,FALSE,2,FALSE,2,99,83,80,96,88,446
219002956,C,female,FALSE,5,TRUE,16,95,68,79,88,63,393
219002957,B,female,FALSE,3,FALSE,38,100,87,94,97,100,478
219002958,B,female,FALSE,2,FALSE,3,62,85,97,62,73,379
219002959,E,male,TRUE,10,TRUE,3,88,99,74,97,87,445
219002960,B,female,TRUE,5,FALSE,11,75,100,82,84,82,423
219002961,B,male,FALSE,1,FALSE,1,87,97,82,69,62,397
219002962,D,female,FALSE,4,FALSE,4,85,61,75,87,65,373
219002963,D,male,FALSE,3,FALSE,43,88,94,96,89,92,459
219002964,D,male,FALSE,1,FALSE,47,86,91,94,88,86,445
219002965,B,male,FALSE,1,FALSE,9,68,95,88,87,62,400
219002966,E,female,FALSE,6,FALSE,2,67,71,50,51,66,305
219002967,E,male,TRUE,4,FALSE,5,82,92,85,87,83,429
219002968,B,female,FALSE,2,FALSE,26,86,71,65,69,84,375
219002969,D,female,TRUE,3,FALSE,25,95,64,65,84,99,407
219002970,D,male,FALSE,5,FALSE,9,72,76,69,92,87,396
219002971,D,male,FALSE,1,FALSE,27,99,67,91,76,64,397
219002972,A,female,FALSE,2,TRUE,19,75,71,80,85,60,371
219002973,C,female,TRUE,1,FALSE,31,77,86,87,98,88,436
219002974,E,female,FALSE,4,TRUE,26,95,84,97,92,92,460
219002975,A,male,FALSE,6,TRUE,11,77,88,89,95,64,413
219002976,B,female,TRUE,6,FALSE,6,90,92,67,73,89,411
219002977,E,female,FALSE,8,FALSE,2,74,82,51,96,94,397
219002978,B,female,FALSE,10,TRUE,5,56,87,64,89,76,372
219002979,B,male,FALSE,7,FALSE,5,72,91,69,73,95,400
219002980,B,female,FALSE,3,FALSE,27,87,83,80,90,61,401
219002981,E,female,FALSE,2,FALSE,30,80,96,92,91,87,446
219002982,B,male,FALSE,5,FALSE,21,98,64,68,84,72,386
219002983,D,female,FALSE,0,FALSE,8,83,69,74,86,76,388
219002984,D,female,FALSE,2,FALSE,21,92,91,79,77,87,426
219002985,F,male,TRUE,3,FALSE,18,79,64,68,78,84,373
219002986,D,male,FALSE,4,FALSE,3,72,89,92,87,82,422
219002987,B,male,FALSE,1,FALSE,32,89,94,87,82,79,431
219002988,D,female,FALSE,6,FALSE,8,97,61,75,61,89,383
219002989,B,male,FALSE,2,FALSE,3,66,95,76,99,73,409
219002990,E,male,FALSE,2,FALSE,17,77,97,85,88,93,440
219002991,A,male,FALSE,0,FALSE,17,98,64,82,96,79,419
219002992,E,female,FALSE,4,FALSE,27,88,79,70,90,99,426
219002993,C,male,FALSE,2,TRUE,12,79,76,99,84,71,409
219002994,C,male,FALSE,3,FALSE,46,92,91,95,94,93,465
219002995,E,male,FALSE,1,FALSE,19,76,90,82,71,61,380
219002996,C,male,FALSE,2,FALSE,30,83,84,73,84,82,406
219002997,B,male,FALSE,2,FALSE,20,89,73,80,67,73,382
219002998,B,female,FALSE,5,FALSE,14,97,63,93,94,78,425
219002999,C,female,TRUE,10,TRUE,5,51,72,89,88,75,375
219003000,D,female,FALSE,5,FALSE,27,82,91,69,93,100,435
